"title","release_year","character","gender","words","proportion_of_dialogue","age","gross","script_id"
"Barry Lyndon",1975,"Barry'S Mother","woman",480,0.0233088914,57,,716
"Barry Lyndon",1975,"Brookside","man",379,0.0184043121,,,716
"Barry Lyndon",1975,"Captain Best","man",263,0.0127713301,,,716
"Barry Lyndon",1975,"Captain Galgens","man",785,0.0381197494,,,716
"Barry Lyndon",1975,"Captain Grogan","man",952,0.0462293012,52,,716
"Barry Lyndon",1975,"Captain O'Reill","man",380,0.0184528723,,,716
"Barry Lyndon",1975,"Countess","woman",929,0.0451124168,,,716
"Barry Lyndon",1975,"Dorothy","woman",433,0.0210265624,,,716
"Barry Lyndon",1975,"Harry","man",335,0.0162676638,,,716
"Barry Lyndon",1975,"Michael","man",128,0.0062157044,,,716
"Barry Lyndon",1975,"Minister Galgen","man",184,0.008935075,,,716
"Barry Lyndon",1975,"Mrs. O'Reilly","woman",243,0.0118001263,,,716
"Barry Lyndon",1975,"Narrator","man",259,0.0125770893,64,,716
"Barry Lyndon",1975,"Newcombe","man",372,0.0180643908,,,716
"Barry Lyndon",1975,"Patrick","man",178,0.0086437139,,,716
"Barry Lyndon",1975,"Roderick","man",12487,0.606371097,,,716
"Barry Lyndon",1975,"Sir William","man",592,0.0287476327,,,716
"Barry Lyndon",1975,"The Chevalier D","man",1020,0.0495313942,53,,716
"Barry Lyndon",1975,"Uncle","man",194,0.0094206769,,,716
"Basic Instinct",1992,"Andrews","man",207,0.0274135876,36,247,718
"Basic Instinct",1992,"Catherine Trame","woman",1851,0.245133095,34,247,718
"Basic Instinct",1992,"Detective","man",131,0.0173486955,33,247,718
"Basic Instinct",1992,"Detective Nick ","man",2372,0.3141305787,48,247,718
"Basic Instinct",1992,"Dr. Beth Garner","woman",829,0.1097867832,29,247,718
"Basic Instinct",1992,"Dr. Lamott","man",171,0.0226460072,41,247,718
"Basic Instinct",1992,"Gus","man",1140,0.150973381,47,247,718
"Basic Instinct",1992,"Harrigan","man",130,0.0172162627,27,247,718
"Basic Instinct",1992,"Lieutenant Walk","man",720,0.0953516091,53,247,718
"Batman Returns",1992,"Alfred Pennywor","man",448,0.0600053576,76,341,722
"Batman Returns",1992,"Bruce Wayne","man",956,0.1280471471,41,341,722
"Batman Returns",1992,"Commissioner Ja","man",211,0.0282614519,68,341,722
"Batman Returns",1992,"Ice Princess","woman",111,0.0148673989,28,341,722
"Batman Returns",1992,"Max Shreck","man",1116,0.1494776319,49,341,722
"Batman Returns",1992,"Penguin","man",3113,0.4169568711,48,341,722
"Batman Returns",1992,"Selina Kyle","woman",1077,0.1442539512,34,341,722
"Batman Returns",1992,"The Mayor","man",434,0.0581301902,54,341,722
"Batman",1989,"Alexander Knox","man",895,0.2386030392,38,550,725
"Batman",1989,"Bruce Wayne","man",793,0.2114102906,38,550,725
"Batman",1989,"Carl Grissom","man",154,0.0410557185,70,550,725
"Batman",1989,"Harvey Dent","man",188,0.050119968,52,550,725
"Batman",1989,"Joker","man",585,0.1559584111,52,550,725
"Batman",1989,"Vicki Vale","woman",1136,0.3028525726,36,550,725
"The Beach",2000,"Bugs","man",217,0.0200758627,34,64,726
"The Beach",2000,"Christo","man",210,0.0194282542,36,64,726
"The Beach",2000,"Daffy","man",210,0.0194282542,39,64,726
"The Beach",2000,"�Tienne","man",680,0.0629105375,27,64,726
"The Beach",2000,"Fran�Oise","woman",686,0.0634656305,24,64,726
"The Beach",2000,"Keaty","man",707,0.0654084559,36,64,726
"The Beach",2000,"Richard","man",6394,0.5915440836,26,64,726
"The Beach",2000,"Sal","woman",919,0.0850217411,40,64,726
"The Beach",2000,"Sammy","man",126,0.0116569525,21,64,726
"The Beach",2000,"Zeph","man",660,0.0610602276,22,64,726
"Beavis and Butt-Head Do America",1996,"Atf Agent Bork","man",355,0.1015155848,33,124,729
"Beavis and Butt-Head Do America",1996,"Atf Agent Flemm","man",849,0.2427795253,77,124,729
"Beavis and Butt-Head Do America",1996,"Butt-Head","man",1203,0.3440091507,34,124,729
"Beavis and Butt-Head Do America",1996,"Dallas Grimes","woman",307,0.0877895339,34,124,729
"Beavis and Butt-Head Do America",1996,"Martha","woman",212,0.0606233915,,124,729
"Beavis and Butt-Head Do America",1996,"Muddy Grimes","man",414,0.118387189,41,124,729
"Beavis and Butt-Head Do America",1996,"Van Driessen","man",157,0.0448956248,,124,729
"Being Human",1994,"Anna","woman",188,0.0151772019,40,3,734
"Being Human",1994,"Beatrice","woman",1106,0.0892871559,40,3,734
"Being Human",1994,"Betsy","woman",762,0.0615161056,,3,734
"Being Human",1994,"Bobby","man",873,0.0704771131,,3,734
"Being Human",1994,"Boris","man",103,0.0083151691,44,3,734
"Being Human",1994,"Da Cunha","man",112,0.0090417373,48,3,734
"Being Human",1994,"Dom Paulo","man",1008,0.0813756357,58,3,734
"Being Human",1994,"Francisco","man",525,0.0423831436,46,3,734
"Being Human",1994,"Gallus","man",106,0.0085573585,,3,734
"Being Human",1994,"Gasper Dias","man",110,0.0088802777,39,3,734
"Being Human",1994,"Hector","man",3545,0.2861871317,43,3,734
"Being Human",1994,"Hermas","man",104,0.0083958989,37,3,734
"Being Human",1994,"Janet","woman",176,0.0142084443,46,3,734
"Being Human",1994,"Leader","man",157,0.0126745782,31,3,734
"Being Human",1994,"Lucinnius","man",1073,0.0866230726,37,3,734
"Being Human",1994,"Nun","woman",156,0.0125938484,,3,734
"Being Human",1994,"Officer","man",139,0.0112214418,49,3,734
"Being Human",1994,"Priest","man",991,0.0800032292,35,3,734
"Being Human",1994,"Salgado","man",103,0.0083151691,51,3,734
"Being Human",1994,"Slave","man",463,0.0373778962,,3,734
"Being Human",1994,"Thalia","woman",292,0.0235731008,,3,734
"Being Human",1994,"Thomas","man",295,0.0238152902,,3,734
"Big Fish",2003,"Amos Calloway","man",411,0.0450361604,59,95,740
"Big Fish",2003,"Beamen","man",127,0.0139162831,57,95,740
"Big Fish",2003,"Dr. Bennett - S","man",223,0.0244356783,76,95,740
"Big Fish",2003,"Ed Bloom - Youn","man",4441,0.486631602,32,95,740
"Big Fish",2003,"Jenny - Young","woman",1040,0.113960114,37,95,740
"Big Fish",2003,"Josephine Bloom","woman",281,0.0307911462,28,95,740
"Big Fish",2003,"Norther Winslow","man",225,0.0246548323,46,95,740
"Big Fish",2003,"Ping","woman",161,0.0176419023,,95,740
"Big Fish",2003,"Sandra Bloom - ","woman",691,0.0757177296,54,95,740
"Big Fish",2003,"Will Bloom","man",1526,0.1672145518,35,95,740
"Black Rain",1989,"Charlie Vincent","man",767,0.1362586605,33,99,744
"Black Rain",1989,"Joyce","woman",404,0.0717711849,36,99,744
"Black Rain",1989,"Masahiro","man",959,0.1703677385,58,99,744
"Black Rain",1989,"Nick Conklin","man",2155,0.3828388701,45,99,744
"Black Rain",1989,"Ohashi","man",221,0.03926097,60,99,744
"Black Rain",1989,"Oliver","man",248,0.0440575591,43,99,744
"Black Rain",1989,"Sato","man",499,0.0886480725,39,99,744
"Black Rain",1989,"Sugai","man",376,0.0667969444,60,99,744
"The Black Dahlia",2006,"Bobby Dewitt","man",119,0.0104257929,42,29,745
"The Black Dahlia",2006,"Coroner","man",206,0.0180480112,56,29,745
"The Black Dahlia",2006,"Deputy Da Ellis","man",462,0.0404766077,37,29,745
"The Black Dahlia",2006,"Det. Russ Milla","man",838,0.0734186087,56,29,745
"The Black Dahlia",2006,"Dolph Bleichert","man",211,0.0184860697,,29,745
"The Black Dahlia",2006,"Dwight 'Bucky' ","man",2695,0.2361135448,28,29,745
"The Black Dahlia",2006,"Elizabeth Short","woman",364,0.0318906606,31,29,745
"The Black Dahlia",2006,"Emmett Linscott","man",370,0.0324163308,,29,745
"The Black Dahlia",2006,"Harry Sears","man",185,0.0162081654,,29,745
"The Black Dahlia",2006,"Jane Chambers","woman",371,0.0325039425,,29,745
"The Black Dahlia",2006,"Johnny","man",139,0.012178027,,29,745
"The Black Dahlia",2006,"Kay Lake","woman",676,0.0592255125,22,29,745
"The Black Dahlia",2006,"Lee Blanchard","man",862,0.0755212896,38,29,745
"The Black Dahlia",2006,"Linda Martin","woman",130,0.0113895216,,29,745
"The Black Dahlia",2006,"Madeleine Linsc","woman",925,0.0810408271,32,29,745
"The Black Dahlia",2006,"Marjorie","woman",175,0.0153320484,,29,745
"The Black Dahlia",2006,"Old Man","man",106,0.0092868407,,29,745
"The Black Dahlia",2006,"Ramona Linscott","woman",230,0.0201506921,48,29,745
"The Black Dahlia",2006,"Red Manley","man",117,0.0102505695,,29,745
"The Black Dahlia",2006,"Sally","woman",187,0.0163833888,,29,745
"The Black Dahlia",2006,"Sheryl Saddon","woman",109,0.0095496758,33,29,745
"The Black Dahlia",2006,"Vogel","man",320,0.0280357456,,29,745
"The Black Dahlia",2006,"Voice Over","man",1617,0.1416681269,,29,745
"Body of Evidence",1993,"Cardenas","man",1570,0.146578284,,27,757
"Body of Evidence",1993,"Charles Biggs","man",394,0.0367846139,41,27,757
"Body of Evidence",1993,"Detective Reese","man",151,0.0140976566,37,27,757
"Body of Evidence",1993,"Dr. Mccurdy","man",277,0.0258612641,50,27,757
"Body of Evidence",1993,"Dr. Paley","man",187,0.0174586873,,27,757
"Body of Evidence",1993,"Ester","woman",110,0.0102698161,,27,757
"Body of Evidence",1993,"Frank Dulaney","man",3842,0.358696667,38,27,757
"Body of Evidence",1993,"Jeffrey Roston","man",423,0.0394921109,55,27,757
"Body of Evidence",1993,"Joanne Braslow","woman",664,0.0619923443,46,27,757
"Body of Evidence",1993,"Judge Burnham","woman",402,0.0375315097,46,27,757
"Body of Evidence",1993,"Miss Sellers","woman",207,0.0193259266,,27,757
"Body of Evidence",1993,"Rebecca Carlson","woman",1657,0.1547007749,35,27,757
"Body of Evidence",1993,"Sattler","man",199,0.0185790309,,27,757
"Body of Evidence",1993,"Sharon Dulaney","woman",471,0.0439734852,33,27,757
"Body of Evidence",1993,"Troxell","man",157,0.0146578284,,27,757
"The Bodyguard",1992,"Devaney","man",1085,0.0778950391,58,255,759
"The Bodyguard",1992,"Fletcher","man",340,0.0244095053,,255,759
"The Bodyguard",1992,"Frank Farmer","man",3828,0.2748223132,37,255,759
"The Bodyguard",1992,"Henry","man",304,0.0218249695,,255,759
"The Bodyguard",1992,"Herb Farmer","man",512,0.0367578433,64,255,759
"The Bodyguard",1992,"Minella","man",121,0.0086869122,34,255,759
"The Bodyguard",1992,"Nicki","woman",693,0.0497523153,38,255,759
"The Bodyguard",1992,"Portman","man",404,0.0290042358,37,255,759
"The Bodyguard",1992,"Rachel Marron","woman",4393,0.3153851676,29,255,759
"The Bodyguard",1992,"Ray Court","man",230,0.0165123124,51,255,759
"The Bodyguard",1992,"Sy Spector","man",1318,0.0946227296,33,255,759
"The Bodyguard",1992,"Thuringer","man",143,0.0102663508,45,255,759
"The Bodyguard",1992,"Tom Winston","man",142,0.0101945581,35,255,759
"The Bodyguard",1992,"Tony","man",416,0.0298657477,42,255,759
"The Bonfire of the Vanities",1990,"Albert Fox","man",432,0.0303947091,69,32,761
"The Bonfire of the Vanities",1990,"Arthur Ruskin","man",445,0.0313093647,63,32,761
"The Bonfire of the Vanities",1990,"Caroline Heftsh","woman",279,0.0196299163,31,32,761
"The Bonfire of the Vanities",1990,"Det. Goldberg","man",336,0.0236403293,,32,761
"The Bonfire of the Vanities",1990,"Det. Martin","man",456,0.032083304,53,32,761
"The Bonfire of the Vanities",1990,"Ed Rifkin","man",161,0.0113276578,57,32,761
"The Bonfire of the Vanities",1990,"Gene Lopwitz","man",113,0.0079504679,73,32,761
"The Bonfire of the Vanities",1990,"Jed Kramer","man",792,0.0557236333,42,32,761
"The Bonfire of the Vanities",1990,"Judge Leonard W","man",192,0.0135087596,53,32,761
"The Bonfire of the Vanities",1990,"Judy Mccoy","woman",800,0.0562864983,34,32,761
"The Bonfire of the Vanities",1990,"Maria Ruskin","woman",1592,0.1120101316,33,32,761
"The Bonfire of the Vanities",1990,"Peter Fallow","man",2103,0.1479631323,35,32,761
"The Bonfire of the Vanities",1990,"Pollard Brownin","man",211,0.0148455639,37,32,761
"The Bonfire of the Vanities",1990,"Rawlie Thorpe","man",118,0.0083022585,40,32,761
"The Bonfire of the Vanities",1990,"Ray Andruitti","man",328,0.0230774643,45,32,761
"The Bonfire of the Vanities",1990,"Reverend Bacon","man",741,0.052135369,49,32,761
"The Bonfire of the Vanities",1990,"Sally Rawthrote","woman",173,0.0121719553,65,32,761
"The Bonfire of the Vanities",1990,"Sherman Mccoy","man",3291,0.2315485823,34,32,761
"The Bonfire of the Vanities",1990,"Sir Gerald Moor","man",225,0.0158305776,59,32,761
"The Bonfire of the Vanities",1990,"Tom Killian","man",644,0.0453106311,34,32,761
"The Bonfire of the Vanities",1990,"Weiss' Aide","man",781,0.0549496939,,32,761
"The Bounty Hunter",2010,"Bobby","man",394,0.0560056859,34,73,768
"The Bounty Hunter",2010,"Dawn","woman",118,0.0167732765,58,73,768
"The Bounty Hunter",2010,"Jimmy","man",176,0.0250177683,,73,768
"The Bounty Hunter",2010,"Kitty Hurley","woman",184,0.0261549396,58,73,768
"The Bounty Hunter",2010,"Lorraine","woman",149,0.0211798152,,73,768
"The Bounty Hunter",2010,"Milo Boyd","man",3285,0.4669509595,41,73,768
"The Bounty Hunter",2010,"Nicole Hurley","woman",2017,0.2867093106,41,73,768
"The Bounty Hunter",2010,"Sid","man",546,0.0776119403,48,73,768
"The Bounty Hunter",2010,"Stewart","man",166,0.0235963042,35,73,768
"Braveheart",1995,"Argyle Wallace","man",214,0.0362896388,49,151,771
"Braveheart",1995,"Campbell","man",186,0.0315414618,47,151,771
"Braveheart",1995,"Craig","man",391,0.0663049008,,151,771
"Braveheart",1995,"Hamish","man",277,0.0469730371,40,151,771
"Braveheart",1995,"Longshanks - Ki","man",532,0.0902153637,67,151,771
"Braveheart",1995,"Magistrate","man",240,0.0406986603,57,151,771
"Braveheart",1995,"Malcolm Wallace","man",1556,0.2638629812,41,151,771
"Braveheart",1995,"Mornay","man",119,0.0201797524,49,151,771
"Braveheart",1995,"Nicolette","woman",152,0.0257758182,29,151,771
"Braveheart",1995,"Princess Isabel","woman",872,0.1478717992,29,151,771
"Braveheart",1995,"Robert The Bruc","man",478,0.0810581652,32,151,771
"Braveheart",1995,"Stephen","man",219,0.0371375276,30,151,771
"Braveheart",1995,"The Leper","man",169,0.02865864,67,151,771
"Braveheart",1995,"Young William","man",492,0.0834322537,12,151,771
"Brazil",1985,"Arrest Official","man",287,0.0375998952,35,24,774
"Brazil",1985,"Harry Tuttle","man",338,0.0442814097,42,24,774
"Brazil",1985,"Harvey Lime","man",191,0.0250229268,,24,774
"Brazil",1985,"Jack Lint","man",1012,0.1325822088,42,24,774
"Brazil",1985,"Jill Layton","woman",550,0.0720555483,27,24,774
"Brazil",1985,"M.O.I. Lobby Po","man",106,0.0138870693,44,24,774
"Brazil",1985,"Mother","woman",330,0.043233329,,24,774
"Brazil",1985,"Mr. Helpmann","man",527,0.0690423163,62,24,774
"Brazil",1985,"Mr. Kurtzmann","man",432,0.0565963579,54,24,774
"Brazil",1985,"Mr. Warrenn","man",365,0.047818682,51,24,774
"Brazil",1985,"Mrs Terrain","woman",274,0.0358967641,,24,774
"Brazil",1985,"Sam Lowry","man",2873,0.3763919822,38,24,774
"Brazil",1985,"Spiro","man",126,0.0165072711,50,24,774
"Brazil",1985,"Spoor","man",222,0.0290842395,43,24,774
"Bringing Out the Dead",1999,"Captain Barney","man",244,0.0324900133,55,28,776
"Bringing Out the Dead",1999,"Cy Coates","man",468,0.0623169108,31,28,776
"Bringing Out the Dead",1999,"Dispatcher","man",155,0.0206391478,57,28,776
"Bringing Out the Dead",1999,"Dispatcher Love","woman",125,0.016644474,29,28,776
"Bringing Out the Dead",1999,"Dr. Hazmat","man",604,0.0804260985,44,28,776
"Bringing Out the Dead",1999,"Frank Pierce","man",2862,0.3810918775,35,28,776
"Bringing Out the Dead",1999,"Larry","man",503,0.0669773635,47,28,776
"Bringing Out the Dead",1999,"Marcus","man",750,0.0998668442,40,28,776
"Bringing Out the Dead",1999,"Mary Burke","woman",1369,0.1822902796,31,28,776
"Bringing Out the Dead",1999,"Noel","man",213,0.0283621838,31,28,776
"Bringing Out the Dead",1999,"Nurse Constance","woman",217,0.0288948069,51,28,776
"Broken Arrow",1996,"Capt. Riley Hal","man",2685,0.3211722488,27,138,779
"Broken Arrow",1996,"Chairman, Joint","man",154,0.0184210526,56,138,779
"Broken Arrow",1996,"Chief Sam Rhode","man",152,0.0181818182,40,138,779
"Broken Arrow",1996,"Colonel Max Wil","man",529,0.063277512,44,138,779
"Broken Arrow",1996,"Giles Prentice","man",332,0.0397129187,33,138,779
"Broken Arrow",1996,"Kelly","man",215,0.0257177033,36,138,779
"Broken Arrow",1996,"Maj. Vic 'Deak'","man",2388,0.285645933,42,138,779
"Broken Arrow",1996,"Pritchett","man",202,0.0241626794,51,138,779
"Broken Arrow",1996,"Secretary Of De","man",291,0.0348086124,53,138,779
"Broken Arrow",1996,"Terry Carmichae","woman",1412,0.1688995215,26,138,779
"Bruce Almighty",2003,"Ally Loman","woman",211,0.0162195403,51,350,781
"Bruce Almighty",2003,"Bobby","man",412,0.031670382,,350,781
"Bruce Almighty",2003,"Bruce Nolan","man",6782,0.521331386,41,350,781
"Bruce Almighty",2003,"Debbie","woman",468,0.0359750942,40,350,781
"Bruce Almighty",2003,"Evan Baxter","man",439,0.0337458682,41,350,781
"Bruce Almighty",2003,"God","man",1168,0.0897839957,66,350,781
"Bruce Almighty",2003,"Grace Connelly","woman",2346,0.18033669,34,350,781
"Bruce Almighty",2003,"Jack Baylor","man",667,0.0512721962,72,350,781
"Bruce Almighty",2003,"Phil Sidleman","man",116,0.0089169037,46,350,781
"Bruce Almighty",2003,"Susan Ortega","woman",400,0.0307479437,35,350,781
"Burn After Reading",2008,"Chad Feldheimer","man",918,0.1106290672,45,73,785
"Burn After Reading",2008,"Divorce Lawyer","man",162,0.0195227766,,73,785
"Burn After Reading",2008,"Doctor","man",257,0.0309713184,,73,785
"Burn After Reading",2008,"Gardner Chubb","man",243,0.0292841649,,73,785
"Burn After Reading",2008,"Harry Pfarrer","man",1586,0.1911303929,47,73,785
"Burn After Reading",2008,"Katie Cox","woman",517,0.0623041697,48,73,785
"Burn After Reading",2008,"Krapotkin","man",102,0.0122921186,53,73,785
"Burn After Reading",2008,"Linda Litzke","woman",1776,0.2140274765,51,73,785
"Burn After Reading",2008,"Osborne Cox","man",1450,0.1747409014,55,73,785
"Burn After Reading",2008,"Palmer","man",473,0.0570016872,,73,785
"Burn After Reading",2008,"Sandy Pfarrer","woman",178,0.021450952,39,73,785
"Burn After Reading",2008,"Ted","man",522,0.0629067245,61,73,785
"Burn After Reading",2008,"Tuchman Marsh M","man",114,0.0137382502,38,73,785
"Cast Away",2000,"Bettina Peterso","woman",148,0.025416452,35,377,789
"Cast Away",2000,"Chuck Noland","man",4034,0.6927700498,44,377,789
"Cast Away",2000,"Doctor","man",236,0.040528937,,377,789
"Cast Away",2000,"Kelly Frears","woman",563,0.0966855573,37,377,789
"Cast Away",2000,"Mom","woman",156,0.0267903143,,377,789
"Cast Away",2000,"Roger","man",121,0.0207796668,,377,789
"Cast Away",2000,"Stan","man",565,0.0970290228,41,377,789
"Catwoman",2004,"Angel","man",122,0.0124808184,,56,790
"Catwoman",2004,"Drina","woman",176,0.0180051151,21,56,790
"Catwoman",2004,"Edna","woman",1389,0.1420971867,,56,790
"Catwoman",2004,"George Hedare","man",1001,0.1024040921,46,56,790
"Catwoman",2004,"Laurel Hedare","woman",1512,0.1546803069,46,56,790
"Catwoman",2004,"Patience Philli","woman",3018,0.3087468031,38,56,790
"Catwoman",2004,"Sally","woman",580,0.0593350384,31,56,790
"Catwoman",2004,"Tom Lone","man",1657,0.1695140665,41,56,790
"Catwoman",2004,"Wesley","man",116,0.0118670077,,56,790
"Catwoman",2004,"Xavier","man",204,0.0208695652,,56,790
"Cellular",2004,"Attractive Woma","woman",110,0.0114096048,,44,793
"Cellular",2004,"British Asshole","man",112,0.0116170522,,44,793
"Cellular",2004,"Chad","man",238,0.0246862359,27,44,793
"Cellular",2004,"Chloe","woman",261,0.0270718805,22,44,793
"Cellular",2004,"Craig Martin","man",432,0.0448086298,46,44,793
"Cellular",2004,"Deason","man",119,0.0123431179,,44,793
