story,lowercase,pos,count
01: The Girl Who Raised Pigeons,empty,JJ,3
01: The Girl Who Raised Pigeons,end,NN,3
01: The Girl Who Raised Pigeons,enjoyed,VBD,3
01: The Girl Who Raised Pigeons,enjoyment,NN,1
01: The Girl Who Raised Pigeons,enormous,JJ,2
01: The Girl Who Raised Pigeons,enough,JJ,3
01: The Girl Who Raised Pigeons,enough,RB,6
01: The Girl Who Raised Pigeons,entered,VBD,1
01: The Girl Who Raised Pigeons,entire,JJ,3
01: The Girl Who Raised Pigeons,episode,NN,1
01: The Girl Who Raised Pigeons,essence,NN,1
01: The Girl Who Raised Pigeons,esso,NNP,1
01: The Girl Who Raised Pigeons,etta,NNP,7
01: The Girl Who Raised Pigeons,euisj,NN,1
01: The Girl Who Raised Pigeons,even,RB,16
01: The Girl Who Raised Pigeons,evening,NN,4
01: The Girl Who Raised Pigeons,ever,RB,5
01: The Girl Who Raised Pigeons,ever-increasing,JJ,1
01: The Girl Who Raised Pigeons,every,DT,3
01: The Girl Who Raised Pigeons,everything,NN,8
01: The Girl Who Raised Pigeons,evil,JJ,1
01: The Girl Who Raised Pigeons,excitement,NN,1
01: The Girl Who Raised Pigeons,expectin,VBP,1
01: The Girl Who Raised Pigeons,expedition,NN,1
01: The Girl Who Raised Pigeons,expelled,VBD,1
01: The Girl Who Raised Pigeons,experience,VB,1
01: The Girl Who Raised Pigeons,explain,VB,2
01: The Girl Who Raised Pigeons,explained,VBD,1
01: The Girl Who Raised Pigeons,explanation,NN,1
01: The Girl Who Raised Pigeons,explanations,NNS,1
01: The Girl Who Raised Pigeons,extended,JJ,1
01: The Girl Who Raised Pigeons,extent,NN,1
01: The Girl Who Raised Pigeons,eye,NN,3
01: The Girl Who Raised Pigeons,eyes,NNS,4
01: The Girl Who Raised Pigeons,face,NN,10
01: The Girl Who Raised Pigeons,face,VB,2
01: The Girl Who Raised Pigeons,faced,VBD,1
01: The Girl Who Raised Pigeons,facing,VBG,1
01: The Girl Who Raised Pigeons,fact,NN,4
01: The Girl Who Raised Pigeons,fall,VB,2
01: The Girl Who Raised Pigeons,falling,VBG,1
01: The Girl Who Raised Pigeons,families,NNS,1
01: The Girl Who Raised Pigeons,family,NN,3
01: The Girl Who Raised Pigeons,far,RB,9
01: The Girl Who Raised Pigeons,farmers,NNS,1
01: The Girl Who Raised Pigeons,farther,RB,1
01: The Girl Who Raised Pigeons,farther,RBR,2
01: The Girl Who Raised Pigeons,farthest,JJS,2
01: The Girl Who Raised Pigeons,fascinated,VBD,1
01: The Girl Who Raised Pigeons,fast,RB,2
01: The Girl Who Raised Pigeons,father,NN,15
01: The Girl Who Raised Pigeons,favorite,JJ,1
01: The Girl Who Raised Pigeons,fchere,NN,1
01: The Girl Who Raised Pigeons,fconzaga,NN,1
01: The Girl Who Raised Pigeons,fear,NN,1
01: The Girl Who Raised Pigeons,feather,NN,2
01: The Girl Who Raised Pigeons,feathers,NNS,3
01: The Girl Who Raised Pigeons,february,NNP,1
01: The Girl Who Raised Pigeons,fed,VBD,1
01: The Girl Who Raised Pigeons,fed,VBN,1
01: The Girl Who Raised Pigeons,feebleminded,VBN,1
01: The Girl Who Raised Pigeons,feed,NN,4
01: The Girl Who Raised Pigeons,feed,VB,1
01: The Girl Who Raised Pigeons,feel,VB,1
01: The Girl Who Raised Pigeons,feel,VBP,1
01: The Girl Who Raised Pigeons,feet,NNS,5
01: The Girl Who Raised Pigeons,fell,VBD,1
01: The Girl Who Raised Pigeons,felt,VBD,4
01: The Girl Who Raised Pigeons,female,JJ,1
01: The Girl Who Raised Pigeons,female,NN,1
01: The Girl Who Raised Pigeons,fence,NN,2
01: The Girl Who Raised Pigeons,fenn,NN,1
01: The Girl Who Raised Pigeons,few,JJ,14
01: The Girl Who Raised Pigeons,ffom,VB,1
01: The Girl Who Raised Pigeons,ffor,NN,1
01: The Girl Who Raised Pigeons,fht,NN,1
01: The Girl Who Raised Pigeons,fiance,NN,2
01: The Girl Who Raised Pigeons,field,NN,1
01: The Girl Who Raised Pigeons,fifty-cents-a-week,JJ,1
01: The Girl Who Raised Pigeons,fight,VB,1
01: The Girl Who Raised Pigeons,figured,VBD,1
01: The Girl Who Raised Pigeons,figured,VBN,1
01: The Girl Who Raised Pigeons,figures,NNS,1
01: The Girl Who Raised Pigeons,fill,VB,1
01: The Girl Who Raised Pigeons,filled,VBD,2
01: The Girl Who Raised Pigeons,filling,VBG,2
01: The Girl Who Raised Pigeons,final,JJ,1
01: The Girl Who Raised Pigeons,finally,RB,1
01: The Girl Who Raised Pigeons,find,VB,6
01: The Girl Who Raised Pigeons,finger,NN,1
01: The Girl Who Raised Pigeons,fingers,NNS,2
01: The Girl Who Raised Pigeons,firewood,NN,1
01: The Girl Who Raised Pigeons,first,JJ,19
01: The Girl Who Raised Pigeons,first,RB,8
01: The Girl Who Raised Pigeons,fish,NN,2
01: The Girl Who Raised Pigeons,fist,NN,1
01: The Girl Who Raised Pigeons,five,CD,1
01: The Girl Who Raised Pigeons,flapped,VBD,1
01: The Girl Who Raised Pigeons,flapping,VBG,2
01: The Girl Who Raised Pigeons,flashlight,NN,1
01: The Girl Who Raised Pigeons,flavored,VBN,1
01: The Girl Who Raised Pigeons,flesh,NN,2
01: The Girl Who Raised Pigeons,flew,VBD,3
01: The Girl Who Raised Pigeons,flight,NN,1
01: The Girl Who Raised Pigeons,flirted,VBN,1
01: The Girl Who Raised Pigeons,flock,NN,1
01: The Girl Who Raised Pigeons,floor,NN,4
01: The Girl Who Raised Pigeons,floppy,JJ,1
01: The Girl Who Raised Pigeons,flower,NN,1
01: The Girl Who Raised Pigeons,flown,VBN,2
01: The Girl Who Raised Pigeons,flq6q,NN,1
01: The Girl Who Raised Pigeons,flutter,NN,2
01: The Girl Who Raised Pigeons,fluttering,NN,1
01: The Girl Who Raised Pigeons,fluttering,VBG,1
01: The Girl Who Raised Pigeons,fly,VB,4
01: The Girl Who Raised Pigeons,fly,VBP,1
01: The Girl Who Raised Pigeons,flyin,NN,1
01: The Girl Who Raised Pigeons,flying,VBG,1
01: The Girl Who Raised Pigeons,followed,VBD,4
01: The Girl Who Raised Pigeons,following,VBG,3
01: The Girl Who Raised Pigeons,foot,NN,5
01: The Girl Who Raised Pigeons,for,IN,63
01: The Girl Who Raised Pigeons,forever,RB,5
01: The Girl Who Raised Pigeons,forget,VB,1
01: The Girl Who Raised Pigeons,forlorn,JJ,1
01: The Girl Who Raised Pigeons,formula,NN,1
01: The Girl Who Raised Pigeons,forth,RB,1
01: The Girl Who Raised Pigeons,fortified,VBN,1
01: The Girl Who Raised Pigeons,found,VBD,7
01: The Girl Who Raised Pigeons,found,VBN,1
01: The Girl Who Raised Pigeons,four,CD,5
01: The Girl Who Raised Pigeons,fragment,NN,1
01: The Girl Who Raised Pigeons,fragments,NNS,1
01: The Girl Who Raised Pigeons,free,JJ,1
01: The Girl Who Raised Pigeons,fresh,JJ,1
01: The Girl Who Raised Pigeons,friday,NNP,1
01: The Girl Who Raised Pigeons,friends,NNS,4
01: The Girl Who Raised Pigeons,frightened,JJ,1
01: The Girl Who Raised Pigeons,from,IN,51
01: The Girl Who Raised Pigeons,front,JJ,4
01: The Girl Who Raised Pigeons,front,NN,3
01: The Girl Who Raised Pigeons,fruit,NN,1
01: The Girl Who Raised Pigeons,full,JJ,1
01: The Girl Who Raised Pigeons,fully,RB,2
01: The Girl Who Raised Pigeons,funny,JJ,1
01: The Girl Who Raised Pigeons,furious,JJ,1
01: The Girl Who Raised Pigeons,fuss,NN,1
01: The Girl Who Raised Pigeons,gallinger,NNP,1
01: The Girl Who Raised Pigeons,garbled,VBN,1
01: The Girl Who Raised Pigeons,garden,NN,2
01: The Girl Who Raised Pigeons,gardener,NN,1
01: The Girl Who Raised Pigeons,gave,VBD,9
01: The Girl Who Raised Pigeons,generally,RB,2
01: The Girl Who Raised Pigeons,gently,RB,2
01: The Girl Who Raised Pigeons,georgetown,NNP,1
01: The Girl Who Raised Pigeons,get,VB,13
01: The Girl Who Raised Pigeons,get,VBP,1
01: The Girl Who Raised Pigeons,gettin,NN,1
01: The Girl Who Raised Pigeons,gettin,VB,1
01: The Girl Who Raised Pigeons,getting,VBG,3
01: The Girl Who Raised Pigeons,ghosties,NNS,1
01: The Girl Who Raised Pigeons,gingerbread,JJ,1
01: The Girl Who Raised Pigeons,girl,NN,22
01: The Girl Who Raised Pigeons,girls,NNS,5
01: The Girl Who Raised Pigeons,give,VB,3
01: The Girl Who Raised Pigeons,give,VBP,2
01: The Girl Who Raised Pigeons,given,VBN,4
01: The Girl Who Raised Pigeons,giving,VBG,1
01: The Girl Who Raised Pigeons,glad,JJ,1
01: The Girl Who Raised Pigeons,glass,NN,1
01: The Girl Who Raised Pigeons,glasses,NNS,1
01: The Girl Who Raised Pigeons,go,VB,19
01: The Girl Who Raised Pigeons,go,VBP,1
01: The Girl Who Raised Pigeons,goat-populated,JJ,1
01: The Girl Who Raised Pigeons,god,NNP,3
01: The Girl Who Raised Pigeons,going,VBG,11
01: The Girl Who Raised Pigeons,gon,VBG,7
01: The Girl Who Raised Pigeons,gon,VBP,2
01: The Girl Who Raised Pigeons,gone,VBN,7
01: The Girl Who Raised Pigeons,good,JJ,9
01: The Girl Who Raised Pigeons,good-byes,NNS,1
01: The Girl Who Raised Pigeons,gordon,NNP,1
01: The Girl Who Raised Pigeons,got,VBD,15
01: The Girl Who Raised Pigeons,got,VBN,1
01: The Girl Who Raised Pigeons,gotdamn,NN,2
01: The Girl Who Raised Pigeons,gotdamn,VBP,1
01: The Girl Who Raised Pigeons,grab,VB,2
01: The Girl Who Raised Pigeons,gradually,RB,1
01: The Girl Who Raised Pigeons,grain,NN,1
01: The Girl Who Raised Pigeons,grandfather,NN,1
01: The Girl Who Raised Pigeons,grass,NN,1
01: The Girl Who Raised Pigeons,grassy,JJ,1
01: The Girl Who Raised Pigeons,grave,NN,1
01: The Girl Who Raised Pigeons,gray,JJ,2
01: The Girl Who Raised Pigeons,green,JJ,1
01: The Girl Who Raised Pigeons,greenley,NNP,1
01: The Girl Who Raised Pigeons,greeting,VBG,1
01: The Girl Who Raised Pigeons,grew,VBD,2
01: The Girl Who Raised Pigeons,grfiit,NN,1
01: The Girl Who Raised Pigeons,grocery,NN,1
01: The Girl Who Raised Pigeons,ground,NN,4
01: The Girl Who Raised Pigeons,group,NN,1
01: The Girl Who Raised Pigeons,growing,VBG,1
01: The Girl Who Raised Pigeons,grownup,JJ,1
01: The Girl Who Raised Pigeons,grownup,NN,1
01: The Girl Who Raised Pigeons,grownups,NNS,2
01: The Girl Who Raised Pigeons,growth,NN,1
01: The Girl Who Raised Pigeons,gs-4,NN,1
01: The Girl Who Raised Pigeons,guess,VBP,1
01: The Girl Who Raised Pigeons,gum,NN,1
01: The Girl Who Raised Pigeons,h,NNP,1
01: The Girl Who Raised Pigeons,had,VBD,101
01: The Girl Who Raised Pigeons,hahn,NNP,1
01: The Girl Who Raised Pigeons,hair,NN,2
01: The Girl Who Raised Pigeons,half,NN,1
01: The Girl Who Raised Pigeons,half-asleep,NN,1
01: The Girl Who Raised Pigeons,hallelujahs,NNS,1
01: The Girl Who Raised Pigeons,hammering,NN,1
01: The Girl Who Raised Pigeons,hand,NN,8
01: The Girl Who Raised Pigeons,hand-carved,JJ,1
01: The Girl Who Raised Pigeons,handcarved,JJ,2
01: The Girl Who Raised Pigeons,handed,VBD,4
01: The Girl Who Raised Pigeons,hands,NNS,5
01: The Girl Who Raised Pigeons,hapless,JJ,1
01: The Girl Who Raised Pigeons,happened,VBD,1
01: The Girl Who Raised Pigeons,happily,RB,1
01: The Girl Who Raised Pigeons,hard,RB,2
01: The Girl Who Raised Pigeons,harmed,VBN,1
01: The Girl Who Raised Pigeons,hat,NN,4
01: The Girl Who Raised Pigeons,hatched,VBN,1
01: The Girl Who Raised Pigeons,hatches,NNS,1
01: The Girl Who Raised Pigeons,hatchlings,NNS,2
01: The Girl Who Raised Pigeons,hate,VBP,1
01: The Girl Who Raised Pigeons,have,VB,16
01: The Girl Who Raised Pigeons,have,VBP,2
01: The Girl Who Raised Pigeons,havin,NN,1
01: The Girl Who Raised Pigeons,having,VBG,2
01: The Girl Who Raised Pigeons,he,PRP,200
01: The Girl Who Raised Pigeons,head,NN,17
01: The Girl Who Raised Pigeons,heading,VBG,1
01: The Girl Who Raised Pigeons,heads,NNS,2
01: The Girl Who Raised Pigeons,hear,VB,2
01: The Girl Who Raised Pigeons,heard,VBD,3
01: The Girl Who Raised Pigeons,heard,VBN,2
01: The Girl Who Raised Pigeons,heart,NN,5
01: The Girl Who Raised Pigeons,held,VBD,3
01: The Girl Who Raised Pigeons,held,VBN,1
01: The Girl Who Raised Pigeons,hellos,NNS,1
01: The Girl Who Raised Pigeons,help,NN,1
01: The Girl Who Raised Pigeons,help,VB,1
01: The Girl Who Raised Pigeons,helpless,JJ,1
01: The Girl Who Raised Pigeons,helplessness,NN,1
01: The Girl Who Raised Pigeons,her,PRP,55
01: The Girl Who Raised Pigeons,her,PRP$,146
01: The Girl Who Raised Pigeons,her.jat,NNP,1
01: The Girl Who Raised Pigeons,her7,NN,1
01: The Girl Who Raised Pigeons,here,RB,7
01: The Girl Who Raised Pigeons,herself,PRP,3
01: The Girl Who Raised Pigeons,hide,VB,1
01: The Girl Who Raised Pigeons,hideous,JJ,1
01: The Girl Who Raised Pigeons,high,JJ,4
01: The Girl Who Raised Pigeons,higher,JJR,2
01: The Girl Who Raised Pigeons,him,PRP,70
01: The Girl Who Raised Pigeons,himpracticing,VBG,1
01: The Girl Who Raised Pigeons,himself,PRP,4
01: The Girl Who Raised Pigeons,his,PRP$,88
01: The Girl Who Raised Pigeons,hissed,VBD,1
01: The Girl Who Raised Pigeons,hit,VBD,1
01: The Girl Who Raised Pigeons,hobson,NNP,1
01: The Girl Who Raised Pigeons,hold,VB,1
01: The Girl Who Raised Pigeons,holding,VBG,4
01: The Girl Who Raised Pigeons,holes,NNS,1
01: The Girl Who Raised Pigeons,holler,VB,1
01: The Girl Who Raised Pigeons,holley,NNP,2
01: The Girl Who Raised Pigeons,home,NN,17
01: The Girl Who Raised Pigeons,home,RB,1
01: The Girl Who Raised Pigeons,homes,NNS,3
01: The Girl Who Raised Pigeons,homework,NN,2
01: The Girl Who Raised Pigeons,hope,NN,1
01: The Girl Who Raised Pigeons,hoped,VBD,1
01: The Girl Who Raised Pigeons,hoped,VBN,1
01: The Girl Who Raised Pigeons,hopeful,JJ,1
01: The Girl Who Raised Pigeons,hopping,VBG,1
01: The Girl Who Raised Pigeons,horton,NNP,1
01: The Girl Who Raised Pigeons,hospital,NNP,1
01: The Girl Who Raised Pigeons,hour,NN,2
01: The Girl Who Raised Pigeons,house,NN,19
01: The Girl Who Raised Pigeons,houses,NNS,3
01: The Girl Who Raised Pigeons,how,WRB,6
01: The Girl Who Raised Pigeons,howard,NNP,1
01: The Girl Who Raised Pigeons,however,RB,2
01: The Girl Who Raised Pigeons,huddled,VBD,1
01: The Girl Who Raised Pigeons,hug,NN,1
01: The Girl Who Raised Pigeons,hum,VB,1
01: The Girl Who Raised Pigeons,hunh,NN,1
01: The Girl Who Raised Pigeons,hurling,VBG,1
01: The Girl Who Raised Pigeons,hurt,VB,1
01: The Girl Who Raised Pigeons,husband,NN,5
01: The Girl Who Raised Pigeons,hussy,VBP,1
01: The Girl Who Raised Pigeons,i,FW,1
01: The Girl Who Raised Pigeons,i,PRP,39
01: The Girl Who Raised Pigeons,idarlenej,NNP,1
01: The Girl Who Raised Pigeons,idea,NN,1
01: The Girl Who Raised Pigeons,identify,VB,1
01: The Girl Who Raised Pigeons,if,IN,22
01: The Girl Who Raised Pigeons,ijralph,NNP,1
01: The Girl Who Raised Pigeons,ill-formed,JJ,1
01: The Girl Who Raised Pigeons,image,NN,1
01: The Girl Who Raised Pigeons,imagining,VBG,1
01: The Girl Who Raised Pigeons,immediately,RB,1
01: The Girl Who Raised Pigeons,impatient,JJ,1
01: The Girl Who Raised Pigeons,impossible,JJ,1
01: The Girl Who Raised Pigeons,impression,NN,1
01: The Girl Who Raised Pigeons,in,IN,159
01: The Girl Who Raised Pigeons,in,RP,1
01: The Girl Who Raised Pigeons,inch,NN,1
01: The Girl Who Raised Pigeons,inches,NNS,2
01: The Girl Who Raised Pigeons,incident,NN,2
01: The Girl Who Raised Pigeons,included,VBD,1
01: The Girl Who Raised Pigeons,increasing,VBG,1
01: The Girl Who Raised Pigeons,indication,NN,1
01: The Girl Who Raised Pigeons,infant,NN,1
01: The Girl Who Raised Pigeons,injured,VBN,1
01: The Girl Who Raised Pigeons,inquiring,VBG,1
01: The Girl Who Raised Pigeons,inseparable,JJ,1
01: The Girl Who Raised Pigeons,inside,NN,1
01: The Girl Who Raised Pigeons,inside,RB,2
01: The Girl Who Raised Pigeons,inspecting,VBG,1
01: The Girl Who Raised Pigeons,instant,NN,1
01: The Girl Who Raised Pigeons,intake,NN,1
01: The Girl Who Raised Pigeons,intended,VBD,1
01: The Girl Who Raised Pigeons,intently,RB,1
01: The Girl Who Raised Pigeons,interior,NNP,1
01: The Girl Who Raised Pigeons,intermittent,JJ,1
01: The Girl Who Raised Pigeons,into,IN,20
01: The Girl Who Raised Pigeons,intrigued,VBD,1
01: The Girl Who Raised Pigeons,invisible,JJ,1
01: The Girl Who Raised Pigeons,iridescent,JJ,1
01: The Girl Who Raised Pigeons,is,VBZ,5
01: The Girl Who Raised Pigeons,it,PRP,63
01: The Girl Who Raised Pigeons,ithejtwo,NN,1
01: The Girl Who Raised Pigeons,its,PRP$,5
01: The Girl Who Raised Pigeons,itself,PRP,3
01: The Girl Who Raised Pigeons,j,NNP,1
01: The Girl Who Raised Pigeons,jacksonvnd,NNP,1
01: The Girl Who Raised Pigeons,janet,NNP,3
01: The Girl Who Raised Pigeons,janitor,NN,1
01: The Girl Who Raised Pigeons,jbame,NNP,1
01: The Girl Who Raised Pigeons,jcjara,NN,1
01: The Girl Who Raised Pigeons,jcnow,VB,1
01: The Girl Who Raised Pigeons,jenny,NNP,42
01: The Girl Who Raised Pigeons,jnto,NN,1
01: The Girl Who Raised Pigeons,jo,NN,1
01: The Girl Who Raised Pigeons,jordon,NNP,1
01: The Girl Who Raised Pigeons,jprdonfor,NN,1
01: The Girl Who Raised Pigeons,jralph,NNP,1
01: The Girl Who Raised Pigeons,jthere,NN,1
01: The Girl Who Raised Pigeons,judgments,NNS,1
01: The Girl Who Raised Pigeons,jump,NN,1
01: The Girl Who Raised Pigeons,jumped,VBD,2
01: The Girl Who Raised Pigeons,just,RB,19
01: The Girl Who Raised Pigeons,jvjj,NN,1
01: The Girl Who Raised Pigeons,k,NNP,5
01: The Girl Who Raised Pigeons,keep,VB,1
01: The Girl Who Raised Pigeons,keep,VBP,1
01: The Girl Who Raised Pigeons,keeping,VBG,2
01: The Girl Who Raised Pigeons,kept,VBD,3
01: The Girl Who Raised Pigeons,khat,NN,1
01: The Girl Who Raised Pigeons,kicking,VBG,1
01: The Girl Who Raised Pigeons,kill,VB,2
01: The Girl Who Raised Pigeons,killed,VBD,1
01: The Girl Who Raised Pigeons,kind,NN,3
01: The Girl Who Raised Pigeons,kinda,VBP,1
01: The Girl Who Raised Pigeons,kissing,VBG,1
01: The Girl Who Raised Pigeons,kitchen,NN,16
01: The Girl Who Raised Pigeons,kneeling,VBG,1
01: The Girl Who Raised Pigeons,knelt,VBD,1
01: The Girl Who Raised Pigeons,knew,VBD,16
01: The Girl Who Raised Pigeons,knock,VB,1
01: The Girl Who Raised Pigeons,knocked,VBD,1
01: The Girl Who Raised Pigeons,knocking,VBG,1
01: The Girl Who Raised Pigeons,know,VB,8
01: The Girl Who Raised Pigeons,know,VBP,10
01: The Girl Who Raised Pigeons,knowed,VBN,1
01: The Girl Who Raised Pigeons,knowing,VBG,1
01: The Girl Who Raised Pigeons,knowledge,NN,1
01: The Girl Who Raised Pigeons,known,VBN,7
01: The Girl Who Raised Pigeons,knuckles,NNS,1
01: The Girl Who Raised Pigeons,l,NN,1
01: The Girl Who Raised Pigeons,l,NNP,3
01: The Girl Who Raised Pigeons,ladeidre,NNP,3
01: The Girl Who Raised Pigeons,lady,NN,3
01: The Girl Who Raised Pigeons,laid,VBD,1
01: The Girl Who Raised Pigeons,lake,NN,1
01: The Girl Who Raised Pigeons,land,NN,1
01: The Girl Who Raised Pigeons,landed,VBD,1
01: The Girl Who Raised Pigeons,landing,NN,3
01: The Girl Who Raised Pigeons,language,NN,1
01: The Girl Who Raised Pigeons,lap,NN,1
01: The Girl Who Raised Pigeons,large,JJ,3
01: The Girl Who Raised Pigeons,last,JJ,8
01: The Girl Who Raised Pigeons,last,VB,1
01: The Girl Who Raised Pigeons,late,JJ,2
01: The Girl Who Raised Pigeons,later,RB,7
01: The Girl Who Raised Pigeons,later,RBR,1
01: The Girl Who Raised Pigeons,laugh,NN,1
01: The Girl Who Raised Pigeons,laughed,VBD,3
01: The Girl Who Raised Pigeons,laughing,VBG,1
01: The Girl Who Raised Pigeons,lay,VBD,1
01: The Girl Who Raised Pigeons,leading,VBG,2
01: The Girl Who Raised Pigeons,lean,VB,1
01: The Girl Who Raised Pigeons,learned,VBD,1
01: The Girl Who Raised Pigeons,learned,VBN,2
01: The Girl Who Raised Pigeons,least,JJS,2
01: The Girl Who Raised Pigeons,leave,VB,1
01: The Girl Who Raised Pigeons,leaves,NNS,1
01: The Girl Who Raised Pigeons,leaving,VBG,1
01: The Girl Who Raised Pigeons,ledge,NN,3
01: The Girl Who Raised Pigeons,left,JJ,2
01: The Girl Who Raised Pigeons,left,VBD,1
01: The Girl Who Raised Pigeons,left,VBN,3
01: The Girl Who Raised Pigeons,legs,NNS,1
01: The Girl Who Raised Pigeons,less,JJR,2
01: The Girl Who Raised Pigeons,less,RBR,2
01: The Girl Who Raised Pigeons,let,VB,6
01: The Girl Who Raised Pigeons,let,VBD,1
01: The Girl Who Raised Pigeons,letter,NN,1
01: The Girl Who Raised Pigeons,levels,NNS,1
01: The Girl Who Raised Pigeons,library,NN,2
01: The Girl Who Raised Pigeons,life,NN,11
01: The Girl Who Raised Pigeons,light,JJ,2
01: The Girl Who Raised Pigeons,light,NN,6
01: The Girl Who Raised Pigeons,lighter,JJR,1
01: The Girl Who Raised Pigeons,lighthearted,JJ,1
01: The Girl Who Raised Pigeons,lightly,RB,2
01: The Girl Who Raised Pigeons,like,IN,12
01: The Girl Who Raised Pigeons,like,VB,2
01: The Girl Who Raised Pigeons,liked,VBD,1
01: The Girl Who Raised Pigeons,likejto,JJ,1
01: The Girl Who Raised Pigeons,likes,VBZ,3
01: The Girl Who Raised Pigeons,likin,NN,1
01: The Girl Who Raised Pigeons,likin,VB,1
01: The Girl Who Raised Pigeons,line,NN,1
01: The Girl Who Raised Pigeons,linger,VB,1
01: The Girl Who Raised Pigeons,lips,NNS,1
01: The Girl Who Raised Pigeons,listened,VBD,2
01: The Girl Who Raised Pigeons,listening,VBG,2
01: The Girl Who Raised Pigeons,lit,VBD,1
01: The Girl Who Raised Pigeons,litter,NN,1
01: The Girl Who Raised Pigeons,little,JJ,5
01: The Girl Who Raised Pigeons,little,RB,3
01: The Girl Who Raised Pigeons,lived,VBD,5
01: The Girl Who Raised Pigeons,lived,VBN,1
01: The Girl Who Raised Pigeons,lives,NNS,2
01: The Girl Who Raised Pigeons,lives.i,NN,1
01: The Girl Who Raised Pigeons,lock,VB,1
01: The Girl Who Raised Pigeons,lockin,NN,1
01: The Girl Who Raised Pigeons,log,NN,1
01: The Girl Who Raised Pigeons,logical,JJ,1
01: The Girl Who Raised Pigeons,long,JJ,6
01: The Girl Who Raised Pigeons,long,RB,5
01: The Girl Who Raised Pigeons,look,NN,3
01: The Girl Who Raised Pigeons,look,VB,8
01: The Girl Who Raised Pigeons,look,VBP,1
01: The Girl Who Raised Pigeons,looked,VBD,11
01: The Girl Who Raised Pigeons,looking,VBG,6
01: The Girl Who Raised Pigeons,looks,VBZ,1
01: The Girl Who Raised Pigeons,loose,JJ,1
01: The Girl Who Raised Pigeons,loose,RB,1
01: The Girl Who Raised Pigeons,losing,VBG,2
01: The Girl Who Raised Pigeons,lost,VBN,1
01: The Girl Who Raised Pigeons,louder,RBR,1
01: The Girl Who Raised Pigeons,love,NN,1
01: The Girl Who Raised Pigeons,loving,VBG,1
01: The Girl Who Raised Pigeons,lovingly,RB,1
