contributor | title | genre | pages | volume | issue | date | journal title | journal subtitle | issue name | journal editor | publisher | journal location | issue length (pp) | issue height (cm) | issue width (cm)
Fauset, Jessie | What to Read: Review of 'The Upbuilding of Black Durham, N. C.' by W. E. B. Du Bois | articles | 211-211 | 3 | 5 | 1912-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 44 | 22.9 | 15.2      
Fauset, Jessie | What to Read: Book Review of 'Flower o' the Peach' by Percival Gibbon | articles | 211-212 | 3 | 5 | 1912-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 44 | 22.9 | 15.2      
Brown, Richard Lonsdale | Cover Image: Easter | images | 221-221 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
W. E. B. D. | In God's Gardens | poetry | 235-235 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Chesnutt, Charles Waddell | The Doll | fiction | 248-252 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Baker, Walter | Photograph of a Barber: 'If the razor went to its goal he would not be able to fulfil his promise to Daisy!' | images | 251-251 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | Rondeau | poetry | 252-252 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Maclean, M. D. | Richard Lonsdale Brown | articles | 255-257 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hershaw, L. M. | Historic Days in April | articles | 259-259 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Braithwaite, William Stanley | Twilight: An Impression | fiction | 260-261 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | What to Read: Review of 'Letters to Unknown Friends' by Lyman Abbott | articles | 261-261 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | What to Read: Review of 'Robert Gould Shaw' by William James—An Oration Delivered May 31, 1897, upon the Unveiling of the Shaw Monument | articles | 261-262 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | What to Read: Review of 'New Slavery at the South' by A Negro Nurse | articles | 262-262 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | What to Read: Review of 'Human Nature in Hawaii' by Ray Stannard Baker | articles | 262-262 | 3 | 6 | 1912-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hubbard, M. H. | Cover Image: Colored Baptist Institutional Church, Jacksonville, Florida | images | 1-1 | 4 | 1 | 1912-05-01 | Crisis | A Record of the Darker Races | Church Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Rhoades, John Harsen | Letter to the American Bar Association | letters | 21-21 | 4 | 1 | 1912-05-01 | Crisis | A Record of the Darker Races | Church Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brooks, C. Ames | Letter on Behalf of the N.A.A.C.P. Legal Aid Committee | letters | 22-22 | 4 | 1 | 1912-05-01 | Crisis | A Record of the Darker Races | Church Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Petrie, W. M. Flinders | Self-Righteous Europe and the World: Correspondence between W. E. B. Du Bois and W. M. Flinders Petrie | letters | 34-37 | 4 | 1 | 1912-05-01 | Crisis | A Record of the Darker Races | Church Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Self-Righteous Europe and the World: Correspondence between W. E. B. Du Bois and W. M. Flinders Petrie | letters | 34-37 | 4 | 1 | 1912-05-01 | Crisis | A Record of the Darker Races | Church Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hershaw, L. M. | Historic Days in May | articles | 40-40 | 4 | 1 | 1912-05-01 | Crisis | A Record of the Darker Races | Church Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnstone, Allan (Jr.) | Along the Color Line: Education—A Letter from the Students of the University of South Carolina | letters | 62-62 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jackson, Mary Howard (Mrs.) | Mrs. Jackson's Bust of the Rev. F. J. Grimke | images | 67-67 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Villard, Oswald Garrison | The Objects of the National Association for the Advancement of Colored People | articles | 81-84 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brown, Edward O. | The Nation's Duty | articles | 84-87 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Baha, Abdul | The Brotherhood of Man | articles | 88-89 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Rosenwald, Julius | A Word from Mr. Julius Rosenwald | articles | 89-89 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Lippincott, Norman D. | The Cry of the Man That's Down | poetry | 89-89 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | What to Read: Book Review of 'A Negro Explorer at the North Pole' by Matthew Henson | articles | 92-92 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | What to Read: Book Review of the 'Biography of George Thomas Downing' by S. A. M. Washington | articles | 92-92 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | What to Read: Review of 'The Terrible Meek, A Play' by Charles Rann Kennedy | articles | 92-93 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hershaw, L. M. | Historic Days in June | articles | 93-93 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Northrop, W. B. | Letter Box | letters | 93-94 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Weaver, A. L. | Letter Box | letters | 93-94 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Uhl, Lucy L. | Letter Box | letters | 93-94 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Whitlock, Brand | Letter Box | letters | 93-94 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Gray, Alida | Letter Box | letters | 93-94 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Moseley, Grace | Letter Box | letters | 93-94 | 4 | 2 | 1912-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Villard, Oswald Garrison | Letter to J. E. Sanders, Governor of Louisiana | letters | 126-126 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Sanders, J. E. | Letter to Oswald Garrison Villard | letters | 127-127 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fauset, Jessie | The Montessori Method—Its Possibilities | articles | 136-138 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Dickerman, G. S. | The Faiths of Teachers | articles | 139-142 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Nutter, Charles S. (D. D.) | 'The White Man's Burden' | poetry | 142-142 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Schomburg, Arthur A. | General Evaristo Estenoz | articles | 143-144 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
M. W. O | Protection | fiction | 144-144 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnston, Bertha | 'I Met a Little Blue-Eyed Girl' | poetry | 148-148 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Harris, Esau | Letter Box | letters | 148-149 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
McDonald, Louise (Mrs.) | Letter Box | letters | 148-149 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Bennett, Matthew | Letter Box | letters | 148-149 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Russell, Charles Edward | Letter Box | letters | 148-149 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Scott, W. W. | Letter Box | letters | 148-149 | 4 | 3 | 1912-07-01 | Crisis | A Record of the Darker Races | Education Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Lowell, James Russell | The Lover of His Country | poetry | 173-173 | 4 | 4 | 1912-08-01 | Crisis | A Record of the Darker Races | Vacation Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brooks, C. Ames | The N. A. A. C. P.: Correspondence Concerning Legal Matters | letters | 177-179 | 4 | 4 | 1912-08-01 | Crisis | A Record of the Darker Races | Vacation Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Villard, Oswald Garrison | The N. A. A. C. P.: Correspondence Concerning Legal Matters | letters | 177-179 | 4 | 4 | 1912-08-01 | Crisis | A Record of the Darker Races | Vacation Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
